"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
humedad,cuestionario_adolescentes_vi_espirometra,,text,"Humedad relativa",,"Unidad: porcentaje (%)",number,,,,,y,,,,,
altitud,cuestionario_adolescentes_vi_espirometra,,text,Altitud,,"Unidad: metros (m)",number,,,,,y,,,,,
cirujia,cuestionario_adolescentes_vi_espirometra,"Si algunas de estas preguntas son ""SÍ"", no haga la prueba de espirometría y reprogramar el procedimiento",radio,"¿Cirugía de ojo, corazón, pecho, pulmón, o abdominal en los últimos 3 meses?","0, No | 1, Si",,,,,,,y,,,prev_espirometria,,
ataque_corazon,cuestionario_adolescentes_vi_espirometra,,radio,"¿Un ataque al corazón en los últimos 3 meses?","0, No | 1, Si",,,,,,,y,,,prev_espirometria,,
presion_espirometria,cuestionario_adolescentes_vi_espirometra,,radio,"¿Presión arterial mayor que 180 (sistólico) / 120 (diastólico)?","0, No | 1, Si",,,,,,,y,,,prev_espirometria,,
pulso_espirometria,cuestionario_adolescentes_vi_espirometra,,radio,"¿Pulso mayor que 120 latidos/min?","0, No | 1, Si",,,,,,,y,,,prev_espirometria,,
infeccion_respiratoria,cuestionario_adolescentes_vi_espirometra,,radio,"¿Infección respiratoria en las últimas 2 semanas?","0, No | 1, Si",,,,,,,y,,,prev_espirometria,,
broncodilatador_12h,cuestionario_adolescentes_vi_espirometra,,radio,"¿Broncodilatador de acción prolongada en las últimas 12 horas?","0, No | 1, Si",,,,,,,y,,,prev_espirometria,,
broncodilatador_4h,cuestionario_adolescentes_vi_espirometra,,radio,"¿Broncodilatador de acción corta en las últimas 4 horas?","0, No | 1, Si",,,,,,,y,,,prev_espirometria,,
fumo,cuestionario_adolescentes_vi_espirometra,,radio,"¿Fumó en la última hora?","0, No | 1, Si",,,,,,,y,,,prev_espirometria,,
fiebre,cuestionario_adolescentes_vi_espirometra,"Síntomas Respiratorios - Últimas 24 horas",radio,Fiebre,"0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
tos,cuestionario_adolescentes_vi_espirometra,,radio,Tos,"0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
dolor_garganta,cuestionario_adolescentes_vi_espirometra,,radio,"Dolor de garganta","0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
flema,cuestionario_adolescentes_vi_espirometra,,radio,Flema,"0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
escalofrios,cuestionario_adolescentes_vi_espirometra,,radio,Escalofríos,"0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
dolor_cuerpo,cuestionario_adolescentes_vi_espirometra,,radio,"Dolor de cuerpo","0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
fatiga,cuestionario_adolescentes_vi_espirometra,,radio,Fatiga,"0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
dolor_cabeza,cuestionario_adolescentes_vi_espirometra,,radio,"Dolor de cabeza","0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
congestion,cuestionario_adolescentes_vi_espirometra,,radio,"Congestión nasal","0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
goteo,cuestionario_adolescentes_vi_espirometra,,radio,"Goteo de nariz","0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
estornudos,cuestionario_adolescentes_vi_espirometra,,radio,Estornudos,"0, No | 1, Si",,,,,,,y,,,sintomas_24h,,
id_espirometro,cuestionario_adolescentes_vi_espirometra,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 2: Espirometría - Prueba 1</p></div>",text,"ID de espirómetro",,,integer,,,,,,RH,,,,
espirometria,cuestionario_adolescentes_vi_espirometra,,radio,¿Realizada?,"0, No | 1, Sí",,,,,,,,RH,,,,
fvc,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
error_espirometria,cuestionario_adolescentes_vi_espirometra,,radio,Error,"1, Vacilación | 2, Tos | 3, Soplar más rápido | 4, Espiración corta | 5, Cero flujos | 6, No meseta | 7, No error",,,,,,,,,,,,
espirometria_aceptable,cuestionario_adolescentes_vi_espirometra,,yesno,¿Aceptable?,,,,,,,,,RH,,,,
espirometria_2,cuestionario_adolescentes_vi_espirometra," Espirometría: Prueba 2",yesno,¿Realizada?,,,,,,,,,RH,,,,
fvc_2,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1_2,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc_2,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef_2,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3_2,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6_2,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
error_espirometria_2,cuestionario_adolescentes_vi_espirometra,,radio,Error,"1, Vacilación | 2, Tos | 3, Soplar más rápido | 4, Espiración corta | 5, Cero flujos | 6, No meseta | 7, No error",,,,,,,,,,,,
espirometria_aceptable_2,cuestionario_adolescentes_vi_espirometra,,yesno,¿Aceptable?,,,,,,,,,RH,,,,
espirometria_3,cuestionario_adolescentes_vi_espirometra," Espirometría: Prueba 3",yesno,¿Realizada?,,,,,,,,,RH,,,,
fvc_3,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1_3,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc_3,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef_3,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3_3,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6_3,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
error_espirometria_3,cuestionario_adolescentes_vi_espirometra,,radio,Error,"1, Vacilación | 2, Tos | 3, Soplar más rápido | 4, Espiración corta | 5, Cero flujos | 6, No meseta | 7, No error",,,,,,,,,,,,
espirometria_aceptable_3,cuestionario_adolescentes_vi_espirometra,,yesno,¿Aceptable?,,,,,,,,,RH,,,,
espirometria_4,cuestionario_adolescentes_vi_espirometra," Espirometría: Prueba 4",yesno,¿Realizada?,,,,,,,,,RH,,,,
fvc_4,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1_4,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc_4,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef_4,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3_4,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6_4,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
error_espirometria_4,cuestionario_adolescentes_vi_espirometra,,radio,Error,"1, Vacilación | 2, Tos | 3, Soplar más rápido | 4, Espiración corta | 5, Cero flujos | 6, No meseta | 7, No error",,,,,,,,,,,,
espirometria_aceptable_4,cuestionario_adolescentes_vi_espirometra,,yesno,¿Aceptable?,,,,,,,,,RH,,,,
espirometria_5,cuestionario_adolescentes_vi_espirometra," Espirometría: Prueba 5",yesno,¿Realizada?,,,,,,,,,RH,,,,
fvc_5,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1_5,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc_5,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef_5,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3_5,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6_5,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
error_espirometria_5,cuestionario_adolescentes_vi_espirometra,,radio,Error,"1, Vacilación | 2, Tos | 3, Soplar más rápido | 4, Espiración corta | 5, Cero flujos | 6, No meseta | 7, No error",,,,,,,,,,,,
espirometria_aceptable_5,cuestionario_adolescentes_vi_espirometra,,yesno,¿Aceptable?,,,,,,,,,RH,,,,
espirometria_6,cuestionario_adolescentes_vi_espirometra," Espirometría: Prueba 6",yesno,¿Realizada?,,,,,,,,,RH,,,,
fvc_6,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1_6,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc_6,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef_6,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3_6,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6_6,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
error_espirometria_6,cuestionario_adolescentes_vi_espirometra,,radio,Error,"1, Vacilación | 2, Tos | 3, Soplar más rápido | 4, Espiración corta | 5, Cero flujos | 6, No meseta | 7, No error",,,,,,,,,,,,
espirometria_aceptable_6,cuestionario_adolescentes_vi_espirometra,,yesno,¿Aceptable?,,,,,,,,,RH,,,,
espirometria_7,cuestionario_adolescentes_vi_espirometra," Espirometría: Prueba 7",yesno,¿Realizada?,,,,,,,,,RH,,,,
fvc_7,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1_7,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc_7,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef_7,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3_7,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6_7,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
error_espirometria_7,cuestionario_adolescentes_vi_espirometra,,radio,Error,"1, Vacilación | 2, Tos | 3, Soplar más rápido | 4, Espiración corta | 5, Cero flujos | 6, No meseta | 7, No error",,,,,,,,,,,,
espirometria_aceptable_7,cuestionario_adolescentes_vi_espirometra,,yesno,¿Aceptable?,,,,,,,,,RH,,,,
espirometria_8,cuestionario_adolescentes_vi_espirometra," Espirometría: Prueba 8",yesno,¿Realizada?,,,,,,,"([cirujia] + [ataque_corazon] + [presion_espirometria] + [pulso_espirometria] + [infeccion_respiratoria] + [broncodilatador_12h] + [broncodilatador_4h] + [fumo])=""0""",,RH,,,,
fvc_8,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1_8,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc_8,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef_8,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3_8,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6_8,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
error_espirometria_8,cuestionario_adolescentes_vi_espirometra,,radio,Error,"1, Vacilación | 2, Tos | 3, Soplar más rápido | 4, Espiración corta | 5, Cero flujos | 6, No meseta | 7, No error",,,,,,,,,,,,
espirometria_aceptable_8,cuestionario_adolescentes_vi_espirometra,,yesno,¿Aceptable?,,,,,,,,,RH,,,,
razon_detener,cuestionario_adolescentes_vi_espirometra,,radio,"Razón para detenerse","1, ATS/ERA OK | 2, Mareos | 3, 8 pruebas realizadas | 4, La máquina no funciona | 5, Participante rechazó | 6, Otro {razon_otros}",,,,,,,,,,,,
razon_otros,cuestionario_adolescentes_vi_espirometra,,text,"Si Otro (especifique)",,,,,,,"[razon_detener]=""6""",,,,,,
fecha_revision,cuestionario_adolescentes_vi_espirometra,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 3: Revisión de supervisor</p></div>",text,"Fecha de revisión",,DD-MM-YYYY,date_dmy,,,,,,,,,," @HIDEBUTTON"
revision_curvas,cuestionario_adolescentes_vi_espirometra,,radio,"¿Hay al menos 3 curvas aceptables y 2 reproducibles? ","1, Sí | 0, No","(marque solo una opción)",,,,,,,RH,,,,
fvc_revision,cuestionario_adolescentes_vi_espirometra,,text,"Capacidad vital forzada (CVF o FVC)",,"Litros (L)",number,,,,,,,,,,
fev1_revision,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en el primer segundo (VEF1 o FEV1)",,"Litros (L)",number,,,,,,,,,,
fev1_fvc_revision,cuestionario_adolescentes_vi_espirometra,,text,FEV1/FVC,,"Índice (%)",number,,,,,,,,,,
pef_revision,cuestionario_adolescentes_vi_espirometra,,text,"Flujo espiratorio máximo (PEF o FEF)",,Litro/minuto,number,,,,,,,,,,
fev3_revision,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en tres segundos (FEV3)",,"Litro (L)",number,,,,,,,,,,
fev6_revision,cuestionario_adolescentes_vi_espirometra,,text,"Volumen espiratorio forzado en seis segundos (FEV6)",,"Litro (L)",number,,,,,,,,,,
clasificacion_revision,cuestionario_adolescentes_vi_espirometra,,radio,"<div class=""rich-text-field-label""><p>Calificación: espirometría</p></div>","1, 3 pruebas aceptables y 2 valores reproducibles dentro de 0.1 L; | 2, 3 pruebas aceptables y 2 valores reproducibles dentro de 0.15 L; | 3, 2 pruebas aceptables y 2 valores reproducibles dentro de 0.15 L; | 4, 2+ pruebas aceptables y 2 valores dentro de 0.25 L; | 5, 0/1 pruebas aceptables o 2 pruebas con valores > 0.25 L",,,,,,,,,,,,
encuestador_6,cuestionario_adolescentes_vi_espirometra," ",text,Encuestador,,,,,,,,y,RH,,,," @USERNAME"
fecha_hora_6,cuestionario_adolescentes_vi_espirometra,,text,"Fecha y hora (fin)",,HH:MM:SS,time_hh_mm_ss,,,,,y,RH,,,," @HIDEBUTTON @NOW @READONLY"
comentario_espirometria_6,cuestionario_adolescentes_vi_espirometra,,notes,"Comentario adicional",,"Escribir en mayúsculas y sin tildes",,,,,,,LH,,,," @CHARLIMIT=300 @PLACEHOLDER=""OBSERVACIONES O INCIDENCIAS DURANTE LA MEDICIÓN EN TRABAJO DE CAMPO"""
formulario_final,fin_de_cuestionarios,,text,"¿Qué encuestador completó el formulario?",,,,,,,,,,,,," @USERNAME"
fecha_hora_fin,fin_de_cuestionarios,,text,"Fecha y hora de fin",,,datetime_seconds_dmy,,,,,y,,,,," @HIDEBUTTON @NOW @READONLY"
fin,fin_de_cuestionarios,,descriptive,"<div class=""rich-text-field-label""><h3 style=""text-align: center;""><span style=""font-size: 14pt; color: #1c46f7;"">¡CUESTIONARIO TERMINADO! ¡GRAN TRABAJO!</span><br><span style=""font-size: 14pt; color: #1c46f7;"">Selecciona la opción ""COMPLETE"". Luego selecciona el botón guinda llamado ""GUARDAR Y SALIR"".</span></h3> <h6 style=""text-align: center;""><br><span style=""font-weight: normal; color: #e03e2d;"">RECUERDA AVISAR A TU SUPERVISOR SI TIENES ALGUNA OBSERVACIÓN.</span></h6></div>",,,,,,,,,,,,,
